Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
lp001990,male,no,0,not graduate,no,2000,0,1,360,1,urban,n
lp001993,female,no,0,graduate,no,3762,1666,135,360,1,rural,y
lp001994,female,no,0,graduate,no,2400,1863,104,360,0,urban,n
lp001996,male,no,0,graduate,no,20233,0,480,360,1,rural,n
lp001998,male,yes,2,not graduate,no,7667,0,185,360,1,rural,y
lp002002,female,no,0,graduate,no,2917,0,84,360,1,semiurban,y
lp002004,male,no,0,not graduate,no,2927,2405,111,360,1,semiurban,y
lp002006,female,no,0,graduate,no,2507,0,56,360,1,rural,y
lp002008,male,yes,2,graduate,yes,5746,0,144,84,1,rural,y
lp002024,male,yes,0,graduate,no,2473,1843,159,360,1,rural,n
lp002031,male,yes,1,not graduate,no,3399,1640,111,180,1,urban,y
lp002035,male,yes,2,graduate,no,3717,0,120,360,1,semiurban,y
lp002036,male,yes,0,graduate,no,2058,2134,88,360,1,urban,y
lp002043,female,no,1,graduate,no,3541,0,112,360,1,semiurban,y
lp002050,male,yes,1,graduate,yes,10000,0,155,360,1,rural,n
lp002051,male,yes,0,graduate,no,2400,2167,115,360,1,semiurban,y
lp002053,male,yes,3,graduate,no,4342,189,124,360,1,semiurban,y
lp002054,male,yes,2,not graduate,no,3601,1590,1,360,1,rural,y
lp002055,female,no,0,graduate,no,3166,2985,132,360,1,rural,y
lp002065,male,yes,3,graduate,no,15000,0,300,360,1,rural,y
lp002067,male,yes,1,graduate,yes,8666,4983,376,360,0,rural,n
lp002068,male,no,0,graduate,no,4917,0,130,360,0,rural,y
lp002082,male,yes,0,graduate,yes,5818,2160,184,360,1,semiurban,y
lp002086,female,yes,0,graduate,no,4333,2451,110,360,1,urban,n
lp002087,female,no,0,graduate,no,2500,0,67,360,1,urban,y
lp002097,male,no,1,graduate,no,4384,1793,117,360,1,urban,y
lp002098,male,no,0,graduate,no,2935,0,98,360,1,semiurban,y
lp002100,male,no,0,graduate,no,2833,0,71,360,1,urban,y
lp002101,male,yes,0,graduate,no,63337,0,490,180,1,urban,y
lp002103,male,yes,1,graduate,yes,9833,1833,182,180,1,urban,y
lp002106,male,yes,0,graduate,yes,5503,4490,70,342,1,semiurban,y
lp002110,male,yes,1,graduate,no,5250,688,160,360,1,rural,y
lp002112,male,yes,2,graduate,yes,2500,4600,176,360,1,rural,y
lp002113,female,no,3,not graduate,no,1830,0,1,360,0,urban,n
lp002114,female,no,0,graduate,no,4160,0,71,360,1,semiurban,y
lp002115,male,yes,3,not graduate,no,2647,1587,173,360,1,rural,n
lp002116,female,no,0,graduate,no,2378,0,46,360,1,rural,n
lp002119,male,yes,1,not graduate,no,4554,1229,158,360,1,urban,y
lp002126,male,yes,3,not graduate,no,3173,0,74,360,1,semiurban,y
lp002128,male,yes,2,graduate,no,2583,2330,125,360,1,rural,y
lp002129,male,yes,0,graduate,no,2499,2458,160,360,1,semiurban,y
lp002130,male,yes,0,not graduate,no,3523,3230,152,360,0,rural,n
lp002131,male,yes,2,not graduate,no,3083,2168,126,360,1,urban,y
lp002137,male,yes,0,graduate,no,6333,4583,259,360,1,semiurban,y
lp002138,male,yes,0,graduate,no,2625,6250,187,360,1,rural,y
lp002139,male,yes,0,graduate,no,9083,0,228,360,1,semiurban,y
lp002140,male,no,0,graduate,no,8750,4167,308,360,1,rural,n
lp002141,male,yes,3,graduate,no,2666,2083,95,360,1,rural,y
lp002142,female,yes,0,graduate,yes,5500,0,105,360,0,rural,n
lp002143,female,yes,0,graduate,no,2423,505,130,360,1,semiurban,y
lp002144,female,no,0,graduate,no,3813,0,116,180,1,urban,y
lp002149,male,yes,2,graduate,no,8333,3167,165,360,1,rural,y
lp002151,male,yes,1,graduate,no,3875,0,67,360,1,urban,n
lp002158,male,yes,0,not graduate,no,3000,1666,100,480,0,urban,n
lp002160,male,yes,3,graduate,no,5167,3167,200,360,1,semiurban,y
lp002161,female,no,1,graduate,no,4723,0,81,360,1,semiurban,n
lp002170,male,yes,2,graduate,no,5000,3667,236,360,1,semiurban,y
lp002175,male,yes,0,graduate,no,4750,2333,130,360,1,urban,y
lp002178,male,yes,0,graduate,no,3013,3033,95,300,1,urban,y
lp002180,male,no,0,graduate,yes,6822,0,141,360,1,rural,y
lp002181,male,no,0,not graduate,no,6216,0,133,360,1,rural,n
lp002187,male,no,0,graduate,no,2500,0,96,480,1,semiurban,n
lp002188,male,no,0,graduate,no,5124,0,124,342,0,rural,n
lp002190,male,yes,1,graduate,no,6325,0,175,360,1,semiurban,y
lp002191,male,yes,0,graduate,no,19730,5266,570,360,1,rural,n
lp002194,female,no,0,graduate,yes,15759,0,55,360,1,semiurban,y
lp002197,male,yes,2,graduate,no,5185,0,155,360,1,semiurban,y
lp002201,male,yes,2,graduate,yes,9323,7873,380,300,1,rural,y
lp002205,male,no,1,graduate,no,3062,1987,111,180,0,urban,n
lp002209,female,no,0,graduate,no,2764,1459,110,360,1,urban,y
lp002211,male,yes,0,graduate,no,4817,923,120,180,1,urban,y
lp002219,male,yes,3,graduate,no,8750,4996,130,360,1,rural,y
lp002223,male,yes,0,graduate,no,4310,0,130,360,1,semiurban,y
lp002224,male,no,0,graduate,no,3069,0,71,480,1,urban,n
lp002225,male,yes,2,graduate,no,5391,0,130,360,1,urban,y
lp002226,male,yes,0,graduate,no,3333,2500,128,360,1,semiurban,y
lp002229,male,no,0,graduate,no,5941,4232,296,360,1,semiurban,y
lp002231,female,no,0,graduate,no,6000,0,156,360,1,urban,y
lp002234,male,no,0,graduate,yes,7167,0,128,360,1,urban,y
lp002236,male,yes,2,graduate,no,4566,0,100,360,1,urban,n
lp002237,male,no,1,graduate,no,3667,0,113,180,1,urban,y
lp002239,male,no,0,not graduate,no,2346,1600,132,360,1,semiurban,y
lp002243,male,yes,0,not graduate,no,3010,3136,1,360,0,urban,n
lp002244,male,yes,0,graduate,no,2333,2417,136,360,1,urban,y
lp002250,male,yes,0,graduate,no,5488,0,125,360,1,rural,y
lp002255,male,no,3,graduate,no,9167,0,185,360,1,rural,y
lp002262,male,yes,3,graduate,no,9504,0,275,360,1,rural,y
lp002263,male,yes,0,graduate,no,2583,2115,120,360,1,urban,y
lp002265,male,yes,2,not graduate,no,1993,1625,113,180,1,semiurban,y
lp002266,male,yes,2,graduate,no,3100,1400,113,360,1,urban,y
lp002272,male,yes,2,graduate,no,3276,484,135,360,1,semiurban,y
lp002277,female,no,0,graduate,no,3180,0,71,360,0,urban,n
lp002281,male,yes,0,graduate,no,3033,1459,95,360,1,urban,y
lp002284,male,no,0,not graduate,no,3902,1666,109,360,1,rural,y
lp002287,female,no,0,graduate,no,1500,1800,103,360,0,semiurban,n
lp002288,male,yes,2,not graduate,no,2889,0,45,180,0,urban,n
lp002296,male,no,0,not graduate,no,2755,0,65,300,1,rural,n
lp002297,male,no,0,graduate,no,2500,20000,103,360,1,semiurban,y
lp002300,female,no,0,not graduate,no,1963,0,53,360,1,semiurban,y
lp002301,female,no,0,graduate,yes,7441,0,194,360,1,rural,n
lp002305,female,no,0,graduate,no,4547,0,115,360,1,semiurban,y
lp002308,male,yes,0,not graduate,no,2167,2400,115,360,1,urban,y
lp002314,female,no,0,not graduate,no,2213,0,66,360,1,rural,y
lp002315,male,yes,1,graduate,no,8300,0,152,300,0,semiurban,n
lp002317,male,yes,3,graduate,no,81000,0,360,360,0,rural,n
lp002318,female,no,1,not graduate,yes,3867,0,62,360,1,semiurban,n
lp002319,male,yes,0,graduate,no,6256,0,160,360,1,urban,y
lp002328,male,yes,0,not graduate,no,6096,0,218,360,0,rural,n
lp002332,male,yes,0,not graduate,no,2253,2033,110,360,1,rural,y
lp002335,female,yes,0,not graduate,no,2149,3237,178,360,0,semiurban,n
lp002337,female,no,0,graduate,no,2995,0,60,360,1,urban,y
lp002341,female,no,1,graduate,no,2600,0,160,360,1,urban,n
lp002342,male,yes,2,graduate,yes,1600,20000,239,360,1,urban,n
lp002345,male,yes,0,graduate,no,1025,2773,112,360,1,rural,y
lp002347,male,yes,0,graduate,no,3246,1417,138,360,1,semiurban,y
lp002348,male,yes,0,graduate,no,5829,0,138,360,1,rural,y
lp002357,female,no,0,not graduate,no,2720,0,80,342,0,urban,n
lp002361,male,yes,0,graduate,no,1820,1719,100,360,1,urban,y
lp002362,male,yes,1,graduate,no,7250,1667,110,342,0,urban,n
lp002364,male,yes,0,graduate,no,14880,0,96,360,1,semiurban,y
lp002366,male,yes,0,graduate,no,2666,4300,121,360,1,rural,y
lp002367,female,no,1,not graduate,no,4606,0,81,360,1,rural,n
lp002368,male,yes,2,graduate,no,5935,0,133,360,1,semiurban,y
lp002369,male,yes,0,graduate,no,2920,16,87,360,1,rural,y
lp002370,male,no,0,not graduate,no,2717,0,60,180,1,urban,y
lp002377,female,no,1,graduate,yes,8624,0,150,360,1,semiurban,y
lp002379,male,no,0,graduate,no,6500,0,105,360,0,rural,n
lp002386,male,no,0,graduate,no,12876,0,405,360,1,semiurban,y
lp002387,male,yes,0,graduate,no,2425,2340,143,360,1,semiurban,y
lp002390,male,no,0,graduate,no,3750,0,100,360,1,urban,y
lp002393,female,yes,0,graduate,no,10047,0,1,240,1,semiurban,y
lp002398,male,no,0,graduate,no,1926,1851,50,360,1,semiurban,y
lp002401,male,yes,0,graduate,no,2213,1125,1,360,1,urban,y
lp002403,male,no,0,graduate,yes,10416,0,187,360,0,urban,n
lp002407,female,yes,0,not graduate,yes,7142,0,138,360,1,rural,y
lp002408,male,no,0,graduate,no,3660,5064,187,360,1,semiurban,y
lp002409,male,yes,0,graduate,no,7901,1833,180,360,1,rural,y
lp002418,male,no,3,not graduate,no,4707,1993,148,360,1,semiurban,y
lp002422,male,no,1,graduate,no,37719,0,152,360,1,semiurban,y
lp002424,male,yes,0,graduate,no,7333,8333,175,300,1,rural,y
lp002429,male,yes,1,graduate,yes,3466,1210,130,360,1,rural,y
lp002434,male,yes,2,not graduate,no,4652,0,110,360,1,rural,y
lp002435,male,yes,0,graduate,no,3539,1376,55,360,1,rural,n
lp002443,male,yes,2,graduate,no,3340,1710,150,360,0,rural,n
lp002444,male,no,1,not graduate,yes,2769,1542,190,360,1,semiurban,n
lp002446,male,yes,2,not graduate,no,2309,1255,125,360,0,rural,n
lp002447,male,yes,2,not graduate,no,1958,1456,60,300,1,urban,y
lp002448,male,yes,0,graduate,no,3948,1733,149,360,0,rural,n
lp002449,male,yes,0,graduate,no,2483,2466,90,180,0,rural,y
lp002453,male,no,0,graduate,yes,7085,0,84,360,1,semiurban,y
lp002455,male,yes,2,graduate,no,3859,0,96,360,1,semiurban,y
lp002459,male,yes,0,graduate,no,4301,0,118,360,1,urban,y
lp002467,male,yes,0,graduate,no,3708,2569,173,360,1,urban,n
lp002472,male,no,2,graduate,no,4354,0,136,360,1,rural,y
lp002473,male,yes,0,graduate,no,8334,0,160,360,1,semiurban,n
lp002478,male,yes,0,graduate,yes,2083,4083,160,360,1,semiurban,y
lp002484,male,yes,3,graduate,no,7740,0,128,180,1,urban,y
lp002487,male,yes,0,graduate,no,3015,2188,153,360,1,rural,y
lp002489,female,no,1,not graduate,no,5191,0,132,360,1,semiurban,y
lp002493,male,no,0,graduate,no,4166,0,98,360,0,semiurban,n
lp002494,male,no,0,graduate,no,6000,0,140,360,1,rural,y
lp002500,male,yes,3,not graduate,no,2947,1664,70,180,0,urban,n
lp002501,male,yes,0,graduate,no,16692,0,110,360,1,semiurban,y
lp002502,female,yes,2,not graduate,no,210,2917,98,360,1,semiurban,y
lp002505,male,yes,0,graduate,no,4333,2451,110,360,1,urban,n
lp002515,male,yes,1,graduate,yes,3450,2079,162,360,1,semiurban,y
lp002517,male,yes,1,not graduate,no,2653,1500,113,180,0,rural,n
lp002519,male,yes,3,graduate,no,4691,0,100,360,1,semiurban,y
lp002522,female,no,0,graduate,yes,2500,0,93,360,1,urban,y
lp002524,male,no,2,graduate,no,5532,4648,162,360,1,rural,y
lp002527,male,yes,2,graduate,yes,16525,1014,150,360,1,rural,y
lp002529,male,yes,2,graduate,no,6700,1750,230,300,1,semiurban,y
lp002530,male,yes,2,graduate,no,2873,1872,132,360,0,semiurban,n
lp002531,male,yes,1,graduate,yes,16667,2250,86,360,1,semiurban,y
lp002533,male,yes,2,graduate,no,2947,1603,1,360,1,urban,n
lp002534,female,no,0,not graduate,no,4350,0,154,360,1,rural,y
lp002536,male,yes,3,not graduate,no,3095,0,113,360,1,rural,y
lp002537,male,yes,0,graduate,no,2083,3150,128,360,1,semiurban,y
lp002541,male,yes,0,graduate,no,10833,0,234,360,1,semiurban,y
lp002543,male,yes,2,graduate,no,8333,0,246,360,1,semiurban,y
lp002544,male,yes,1,not graduate,no,1958,2436,131,360,1,rural,y
lp002545,male,no,2,graduate,no,3547,0,80,360,0,rural,n
lp002547,male,yes,1,graduate,no,18333,0,500,360,1,urban,n
lp002555,male,yes,2,graduate,yes,4583,2083,160,360,1,semiurban,y
lp002556,male,no,0,graduate,no,2435,0,75,360,1,urban,n
lp002560,male,no,0,not graduate,no,2699,2785,96,360,1,semiurban,y
lp002562,male,yes,1,not graduate,no,5333,1131,186,360,1,urban,y
lp002571,male,no,0,not graduate,no,3691,0,110,360,1,rural,y
lp002582,female,no,0,not graduate,yes,17263,0,225,360,1,semiurban,y
lp002585,male,yes,0,graduate,no,3597,2157,119,360,0,rural,n
lp002586,female,yes,1,graduate,no,3326,913,105,84,1,semiurban,y
lp002587,male,yes,0,not graduate,no,2600,1700,107,360,1,rural,y
lp002588,male,yes,0,graduate,no,4625,2857,111,12,1,urban,y
lp002600,male,yes,1,graduate,yes,2895,0,95,360,1,semiurban,y
lp002602,male,no,0,graduate,no,6283,4416,209,360,0,rural,n
lp002603,female,no,0,graduate,no,645,3683,113,480,1,rural,y
lp002606,female,no,0,graduate,no,3159,0,100,360,1,semiurban,y
lp002615,male,yes,2,graduate,no,4865,5624,208,360,1,semiurban,y
lp002618,male,yes,1,not graduate,no,4050,5302,138,360,1,rural,n
lp002619,male,yes,0,not graduate,no,3814,1483,124,300,1,semiurban,y
lp002622,male,yes,2,graduate,no,3510,4416,243,360,1,rural,y
lp002624,male,yes,0,graduate,no,20833,6667,480,360,1,urban,y
lp002625,male,no,0,graduate,no,3583,0,96,360,1,urban,n
lp002626,male,yes,0,graduate,yes,2479,3013,188,360,1,urban,y
lp002634,female,no,1,graduate,no,13262,0,40,360,1,urban,y
lp002637,male,no,0,not graduate,no,3598,1287,100,360,1,rural,n
lp002640,male,yes,1,graduate,no,6065,2004,250,360,1,semiurban,y
lp002643,male,yes,2,graduate,no,3283,2035,148,360,1,urban,y
lp002648,male,yes,0,graduate,no,2130,6666,70,180,1,semiurban,n
lp002652,male,no,0,graduate,no,5815,3666,311,360,1,rural,n
lp002659,male,yes,3,graduate,no,3466,3428,150,360,1,rural,y
lp002670,female,yes,2,graduate,no,2031,1632,113,480,1,semiurban,y
lp002682,male,yes,0,not graduate,no,3074,1800,123,360,0,semiurban,n
lp002683,male,no,0,graduate,no,4683,1915,185,360,1,semiurban,n
lp002684,female,no,0,not graduate,no,3400,0,95,360,1,rural,n
lp002689,male,yes,2,not graduate,no,2192,1742,45,360,1,semiurban,y
lp002690,male,no,0,graduate,no,2500,0,55,360,1,semiurban,y
lp002692,male,yes,3,graduate,yes,5677,1424,100,360,1,rural,y
lp002693,male,yes,2,graduate,yes,7948,7166,480,360,1,rural,y
lp002697,male,no,0,graduate,no,4680,2087,1,360,1,semiurban,n
lp002699,male,yes,2,graduate,yes,17500,0,400,360,1,rural,y
lp002705,male,yes,0,graduate,no,3775,0,110,360,1,semiurban,y
lp002706,male,yes,1,not graduate,no,5285,1430,161,360,0,semiurban,y
lp002714,male,no,1,not graduate,no,2679,1302,94,360,1,semiurban,y
lp002716,male,no,0,not graduate,no,6783,0,130,360,1,semiurban,y
lp002717,male,yes,0,graduate,no,1025,5500,216,360,1,rural,y
lp002720,male,yes,3,graduate,no,4281,0,100,360,1,urban,y
lp002723,male,no,2,graduate,no,3588,0,110,360,0,rural,n
lp002729,male,no,1,graduate,no,11250,0,196,360,1,semiurban,n
lp002731,female,no,0,not graduate,yes,18165,0,125,360,1,urban,y
lp002732,male,no,0,not graduate,no,2550,2042,126,360,1,rural,y
lp002734,male,yes,0,graduate,no,6133,3906,324,360,1,urban,y
lp002738,male,no,2,graduate,no,3617,0,107,360,1,semiurban,y
lp002739,male,yes,0,not graduate,no,2917,536,66,360,1,rural,n
lp002740,male,yes,3,graduate,no,6417,0,157,180,1,rural,y
lp002741,female,yes,1,graduate,no,4608,2845,140,180,1,semiurban,y
lp002743,female,no,0,graduate,no,2138,0,99,360,0,semiurban,n
lp002753,female,no,1,graduate,no,3652,0,95,360,1,semiurban,y
lp002755,male,yes,1,not graduate,no,2239,2524,128,360,1,urban,y
lp002757,female,yes,0,not graduate,no,3017,663,102,360,1,semiurban,y
lp002767,male,yes,0,graduate,no,2768,1950,155,360,1,rural,y
lp002768,male,no,0,not graduate,no,3358,0,80,36,1,semiurban,n
lp002772,male,no,0,graduate,no,2526,1783,145,360,1,rural,y
lp002776,female,no,0,graduate,no,5000,0,103,360,0,semiurban,n
lp002777,male,yes,0,graduate,no,2785,2016,110,360,1,rural,y
lp002778,male,yes,2,graduate,yes,6633,0,1,360,0,rural,n
lp002784,male,yes,1,not graduate,no,2492,2375,1,360,1,rural,y
lp002785,male,yes,1,graduate,no,3333,3250,158,360,1,urban,y
lp002788,male,yes,0,not graduate,no,2454,2333,181,360,0,urban,n
lp002789,male,yes,0,graduate,no,3593,4266,132,180,0,rural,n
lp002792,male,yes,1,graduate,no,5468,1032,26,360,1,semiurban,y
lp002794,female,no,0,graduate,no,2667,1625,84,360,1,urban,y
lp002795,male,yes,3,graduate,yes,10139,0,260,360,1,semiurban,y
lp002798,male,yes,0,graduate,no,3887,2669,162,360,1,semiurban,y
lp002804,female,yes,0,graduate,no,4180,2306,182,360,1,semiurban,y
lp002807,male,yes,2,not graduate,no,3675,242,108,360,1,semiurban,y
lp002813,female,yes,1,graduate,yes,19484,0,600,360,1,semiurban,y
lp002820,male,yes,0,graduate,no,5923,2054,211,360,1,rural,y
lp002821,male,no,0,not graduate,yes,5800,0,132,360,1,semiurban,y
lp002832,male,yes,2,graduate,no,8799,0,258,360,0,urban,n
lp002833,male,yes,0,not graduate,no,4467,0,120,360,1,rural,y
lp002836,male,no,0,graduate,no,3333,0,70,360,1,urban,y
lp002837,male,yes,3,graduate,no,3400,2500,123,360,0,rural,n
lp002840,female,no,0,graduate,no,2378,0,9,360,1,urban,n
lp002841,male,yes,0,graduate,no,3166,2064,104,360,0,urban,n
lp002842,male,yes,1,graduate,no,3417,1750,186,360,1,urban,y
lp002847,male,yes,0,graduate,no,5116,1451,165,360,0,urban,n
lp002855,male,yes,2,graduate,no,16666,0,275,360,1,urban,y
lp002862,male,yes,2,not graduate,no,6125,1625,187,480,1,semiurban,n
lp002863,male,yes,3,graduate,no,6406,0,150,360,1,semiurban,n
lp002868,male,yes,2,graduate,no,3159,461,108,84,1,urban,y
lp002872,male,yes,0,graduate,no,3087,2210,136,360,0,semiurban,n
lp002874,male,no,0,graduate,no,3229,2739,110,360,1,urban,y
lp002877,male,yes,1,graduate,no,1782,2232,107,360,1,rural,y
lp002888,male,no,0,graduate,no,3182,2917,161,360,1,urban,y
lp002892,male,yes,2,graduate,no,6540,0,205,360,1,semiurban,y
lp002893,male,no,0,graduate,no,1836,33837,90,360,1,urban,n
lp002894,female,yes,0,graduate,no,3166,0,36,360,1,semiurban,y
lp002898,male,yes,1,graduate,no,1880,0,61,360,1,rural,n
lp002911,male,yes,1,graduate,no,2787,1917,146,360,0,rural,n
lp002912,male,yes,1,graduate,no,4283,3000,172,84,1,rural,n
lp002916,male,yes,0,graduate,no,2297,1522,104,360,1,urban,y
lp002917,female,no,0,not graduate,no,2165,0,70,360,1,semiurban,y
lp002925,male,no,0,graduate,no,4750,0,94,360,1,semiurban,y
lp002926,male,yes,2,graduate,yes,2726,0,106,360,0,semiurban,n
lp002928,male,yes,0,graduate,no,3000,3416,56,180,1,semiurban,y
lp002931,male,yes,2,graduate,yes,6000,0,205,240,1,semiurban,n
lp002933,male,no,3,graduate,yes,9357,0,292,360,1,semiurban,y
lp002936,male,yes,0,graduate,no,3859,3300,142,180,1,rural,y
lp002938,male,yes,0,graduate,yes,16120,0,260,360,1,urban,y
lp002940,male,no,0,not graduate,no,3833,0,110,360,1,rural,y
lp002941,male,yes,2,not graduate,yes,6383,1000,187,360,1,rural,n
lp002943,male,no,0,graduate,no,2987,0,88,360,0,semiurban,n
lp002945,male,yes,0,graduate,yes,9963,0,180,360,1,rural,y
lp002948,male,yes,2,graduate,no,5780,0,192,360,1,urban,y
lp002949,female,no,3,graduate,no,416,41667,350,180,1,urban,n
lp002950,male,yes,0,not graduate,no,2894,2792,155,360,1,rural,y
lp002953,male,yes,3,graduate,no,5703,0,128,360,1,urban,y
lp002958,male,no,0,graduate,no,3676,4301,172,360,1,rural,y
lp002959,female,yes,1,graduate,no,12000,0,496,360,1,semiurban,y
lp002960,male,yes,0,not graduate,no,2400,3800,1,180,1,urban,n
lp002961,male,yes,1,graduate,no,3400,2500,173,360,1,semiurban,y
lp002964,male,yes,2,not graduate,no,3987,1411,157,360,1,rural,y
lp002974,male,yes,0,graduate,no,3232,1950,108,360,1,rural,y
lp002978,female,no,0,graduate,no,2900,0,71,360,1,rural,y
lp002979,male,yes,3,graduate,no,4106,0,40,180,1,rural,y
lp002983,male,yes,1,graduate,no,8072,240,253,360,1,urban,y
lp002984,male,yes,2,graduate,no,7583,0,187,360,1,urban,y
lp002990,female,no,0,graduate,yes,4583,0,133,360,0,semiurban,n
